student_id,department,gender,attendance_rate,study_hours_per_week,previous_grade,socio_economic_band,final_grade,risk_category
2282,Engineering,Female,85,8.0,58,Low,52.58277757999941,Medium Risk
2283,Engineering,Female,96,15.0,70,Low,71.11854850364085,Low Risk
2284,Business,Male,91,23.0,79,Low,71.64861646220736,Low Risk
2285,Arts,Male,81,13.0,36,Medium,62.77561997972769,Medium Risk
2286,Health,Female,71,2.0,62,High,44.583395231074405,High Risk
2287,Arts,Male,81,33.0,60,Medium,80.72493340216685,Low Risk
2288,IT,Female,65,32.0,57,High,68.85762273920247,Low Risk
2289,Health,Female,64,23.0,70,Low,69.14367829469556,Low Risk
2290,Engineering,Male,50,8.0,40,High,46.12175934163968,High Risk
2291,Health,Female,62,12.0,69,Low,62.165497256592204,Medium Risk
2292,Engineering,Female,73,1.0,72,Medium,53.32662650684333,Medium Risk
2293,Engineering,Female,96,6.0,69,Medium,62.828393710003624,Medium Risk
2294,Health,Male,91,20.0,87,High,77.59874483462434,Low Risk
2295,Engineering,Female,79,17.0,72,Low,59.999020997779795,Medium Risk
2296,Engineering,Female,62,24.0,93,Low,76.34376736880019,Low Risk
2297,IT,Female,68,21.0,77,High,69.03477121279792,Low Risk
2298,Arts,Female,70,10.0,38,Low,51.59276663802744,Medium Risk
2299,Arts,Female,46,17.0,39,Low,64.50634265475892,Medium Risk
2300,IT,Female,79,31.0,79,Low,95.12386916742128,Low Risk
2301,Health,Female,72,20.0,59,Medium,71.43493124022905,Low Risk
2302,Business,Male,60,19.0,45,Medium,51.91102634297543,Medium Risk
2303,Business,Male,41,7.0,63,Medium,31.27922482028079,High Risk
2304,Business,Female,57,8.0,68,Low,58.01345140364887,Medium Risk
2305,IT,Male,86,24.0,48,Medium,77.15631133938447,Low Risk
2306,IT,Male,72,24.0,58,Low,60.10273045458664,Medium Risk
2307,Engineering,Female,76,32.0,93,Low,99.605440118965,Low Risk
2308,Business,Male,73,1.0,73,High,50.8427030235551,Medium Risk
2309,Health,Female,59,17.0,60,Low,59.46411298875392,Medium Risk
2310,Health,Female,74,19.0,77,Medium,79.73869952548397,Low Risk
2311,Business,Female,90,28.0,70,Medium,90.3681110393837,Low Risk
2312,Business,Female,89,5.0,73,Low,61.65798571197122,Medium Risk
2313,Business,Female,93,16.0,95,Medium,81.5893023948719,Low Risk
2314,IT,Male,57,24.0,50,Low,64.69836574318215,Medium Risk
2315,IT,Female,85,3.0,93,High,58.94965539670484,Medium Risk
2316,IT,Male,63,29.0,40,Low,64.46939130160607,Medium Risk
2317,Arts,Female,47,19.0,90,Low,61.08609707243274,Medium Risk
2318,Health,Female,69,2.0,42,High,35.60176134556649,High Risk
2319,Health,Female,83,22.0,61,Medium,68.2501967279864,Low Risk
2320,Engineering,Male,92,17.0,61,High,63.83816778227002,Medium Risk
2321,IT,Female,49,25.0,80,High,71.02047901589079,Low Risk
2322,Arts,Female,62,7.0,75,Low,50.60611489579654,Medium Risk
2323,Arts,Female,91,16.0,59,Low,68.56340832211185,Low Risk
2324,Health,Female,88,30.0,52,High,67.8660763202374,Low Risk
2325,IT,Male,50,32.0,46,Medium,65.6198712353562,Low Risk
2326,Engineering,Female,41,26.0,85,High,71.43930984106498,Low Risk
2327,IT,Male,97,3.0,73,Medium,56.08622456097871,Medium Risk
2328,Business,Female,65,21.0,44,High,56.965643801144616,Medium Risk
2329,IT,Male,75,17.0,88,High,71.28852393562086,Low Risk
2330,Business,Male,72,31.0,63,Medium,79.88886262801695,Low Risk
2331,Business,Female,86,23.0,75,High,81.23563589540242,Low Risk
2332,Engineering,Female,52,34.0,43,Low,71.01122376522261,Low Risk
2333,Health,Male,79,31.0,97,High,97.9823623566531,Low Risk
2334,IT,Female,64,6.0,71,Low,51.85917763469501,Medium Risk
2335,Business,Female,43,32.0,48,Medium,67.77208708390563,Low Risk
2336,IT,Female,81,30.0,73,Medium,83.7865444307411,Low Risk
2337,Health,Male,58,11.0,74,Low,59.52530431755496,Medium Risk
2338,Health,Female,57,10.0,88,High,49.43662218320726,High Risk
2339,Arts,Female,76,17.0,37,Low,55.68851419213193,Medium Risk
2340,Health,Female,69,7.0,89,Low,69.07139794219854,Low Risk
2341,Engineering,Male,58,31.0,67,Medium,60.18738506742275,Medium Risk
2342,Business,Female,97,21.0,53,Low,69.90893242104794,Low Risk
2343,Arts,Male,62,33.0,68,High,85.7336497576484,Low Risk
2344,Engineering,Female,98,18.0,84,Low,78.0404360067494,Low Risk
2345,IT,Male,93,19.0,81,Medium,74.71993357129583,Low Risk
2346,Business,Female,55,13.0,80,High,59.5765300608918,Medium Risk
2347,Health,Female,40,32.0,90,Medium,76.58127891998532,Low Risk
2348,Business,Male,51,9.0,91,Low,57.23509695654163,Medium Risk
2349,IT,Male,63,17.0,85,Low,61.049713780879216,Medium Risk
2350,Arts,Male,73,3.0,88,Medium,62.65204651973434,Medium Risk
2351,Arts,Female,92,26.0,62,Medium,86.43958952639397,Low Risk
2352,Arts,Female,96,27.0,53,High,76.24965806733026,Low Risk
2353,Health,Female,47,15.0,61,Medium,43.631063475852535,High Risk
2354,Engineering,Female,57,32.0,82,Medium,77.85694097811962,Low Risk
2355,Engineering,Male,96,18.0,53,Low,66.0460680393822,Low Risk
2356,Business,Female,87,20.0,85,Low,80.88323326141925,Low Risk
2357,Health,Female,44,21.0,41,Medium,44.60192066097593,High Risk
2358,Arts,Female,65,8.0,63,Medium,45.73502608814709,High Risk
2359,Arts,Female,69,8.0,77,Low,59.51405682715285,Medium Risk
2360,IT,Female,93,8.0,92,High,74.53345299223734,Low Risk
2361,IT,Female,52,26.0,42,High,55.170435728975896,Medium Risk
2362,Arts,Female,58,17.0,76,High,53.600697676294025,Medium Risk
2363,Arts,Male,68,7.0,76,High,74.40470920772731,Low Risk
2364,Health,Female,42,15.0,47,Low,50.24982542253228,Medium Risk
2365,Engineering,Female,65,17.0,60,Medium,57.597977429397815,Medium Risk
2366,IT,Female,79,32.0,52,High,82.31418765318503,Low Risk
2367,Engineering,Female,98,0.0,76,Low,55.25326022171347,Medium Risk
2368,Health,Male,97,11.0,85,Medium,76.15294133460111,Low Risk
2369,Arts,Male,97,5.0,50,High,53.056359186657325,Medium Risk
2370,Engineering,Male,51,4.0,37,Medium,33.19763138900544,High Risk
2371,Arts,Male,41,15.0,79,High,55.768508790615265,Medium Risk
2372,Arts,Male,50,17.0,56,Medium,44.61571199922146,High Risk
2373,Business,Male,83,17.0,57,High,75.17856939635884,Low Risk
2374,Engineering,Female,67,17.0,93,High,47.00079647839353,High Risk
2375,Engineering,Male,57,18.0,96,Medium,62.33985854213642,Medium Risk
2376,Arts,Male,52,7.0,88,Medium,52.8228407034618,Medium Risk
2377,Health,Female,76,2.0,91,Medium,51.08116911893696,Medium Risk
2378,Business,Male,61,24.0,57,Low,64.33972325663838,Medium Risk
2379,Arts,Female,51,4.0,94,Low,56.72658309137061,Medium Risk
2380,IT,Female,41,18.0,89,Medium,69.22181740317534,Low Risk
2381,IT,Male,76,17.0,97,Low,80.33838432973009,Low Risk
2382,Business,Female,46,30.0,90,High,76.46620767128591,Low Risk
2383,Health,Male,65,32.0,89,Medium,86.14755096596951,Low Risk
2384,Arts,Male,65,17.0,59,Low,61.297274305384946,Medium Risk
2385,Engineering,Female,63,15.0,60,Medium,45.85327545634756,High Risk
2386,Business,Female,51,15.0,83,High,64.27350820071915,Medium Risk
2387,Health,Male,55,6.0,97,High,48.306204274497006,High Risk
2388,Engineering,Female,62,13.0,79,Low,72.79207959343893,Low Risk
2389,IT,Female,79,24.0,73,High,73.22290949214984,Low Risk
2390,IT,Male,99,31.0,99,Medium,97.34074893683244,Low Risk
2391,Engineering,Male,48,21.0,90,Low,64.38175740457287,Medium Risk
2392,Business,Female,71,15.0,43,Medium,49.070179808865866,High Risk
2393,IT,Male,54,28.0,62,Medium,82.34456141485944,Low Risk
2394,Arts,Male,76,15.0,79,Medium,72.59221813173978,Low Risk
2395,Engineering,Male,52,11.0,60,High,39.40478532911297,High Risk
2396,Engineering,Male,44,16.0,62,Medium,61.52527740411138,Medium Risk
2397,IT,Male,50,26.0,74,High,76.65945365084859,Low Risk
2398,Business,Male,49,24.0,49,Medium,56.56272522627027,Medium Risk
2399,Arts,Male,91,12.0,40,High,56.34018165217903,Medium Risk
2400,Business,Female,52,7.0,61,High,44.560335523473555,High Risk
2401,Health,Male,80,4.0,72,High,65.4354794266816,Low Risk
2402,Health,Female,92,11.0,98,Medium,69.22225886604745,Low Risk
2403,IT,Female,85,2.0,64,Medium,50.97606365865436,Medium Risk
2404,IT,Female,89,34.0,37,High,74.48112801404318,Low Risk
2405,IT,Male,54,32.0,96,Medium,76.40175757229288,Low Risk
2406,Health,Male,81,21.0,46,High,76.64982953032992,Low Risk
2407,Business,Female,95,8.0,64,Medium,52.61060052538553,Medium Risk
2408,Business,Male,46,17.0,72,High,59.02077512492666,Medium Risk
2409,IT,Female,79,28.0,94,High,76.955796361718,Low Risk
2410,Arts,Male,67,26.0,72,Low,71.50557676454144,Low Risk
2411,Business,Male,71,16.0,49,Medium,58.58181292860075,Medium Risk
2412,Health,Female,74,17.0,52,Medium,71.75159612298583,Low Risk
2413,Engineering,Female,54,2.0,86,Low,52.02081110441393,Medium Risk
2414,Engineering,Female,87,4.0,63,High,50.9357534486715,Medium Risk
2415,Engineering,Male,75,13.0,94,High,76.66049507439168,Low Risk
2416,Arts,Female,60,2.0,55,Low,47.62056548004134,High Risk
2417,IT,Male,45,22.0,51,Low,52.02953143561993,Medium Risk
2418,Health,Male,40,29.0,52,High,62.560397156357745,Medium Risk
2419,Arts,Male,43,22.0,91,Medium,70.0507253588334,Low Risk
2420,Health,Female,50,26.0,71,Low,72.16609577260817,Low Risk
2421,Health,Female,83,9.0,94,Low,67.7862919774656,Low Risk
2422,IT,Female,65,24.0,72,Low,72.24126575605706,Low Risk
2423,Engineering,Male,76,12.0,46,Low,50.63956115122929,Medium Risk
2424,IT,Male,62,15.0,35,Low,48.041439201832105,High Risk
2425,Arts,Female,68,33.0,92,Low,96.6876411612108,Low Risk
2426,Arts,Male,60,21.0,37,High,57.92649944727113,Medium Risk
2427,Arts,Male,87,16.0,97,High,81.85753383666022,Low Risk
2428,IT,Female,84,22.0,55,Low,72.98842194481348,Low Risk
2429,Health,Female,84,8.0,57,High,53.02714733271379,Medium Risk
2430,Health,Female,88,1.0,43,Medium,44.46296226147718,High Risk
2431,Business,Male,66,31.0,89,Medium,78.53895792998554,Low Risk
2432,Arts,Male,78,21.0,53,Low,72.66284593790174,Low Risk
2433,Health,Male,79,12.0,96,Medium,53.80223740594067,Medium Risk
2434,Business,Male,52,7.0,73,Medium,48.32710964598745,High Risk
2435,Health,Male,62,0.0,61,High,46.79537586290164,High Risk
2436,Arts,Female,98,16.0,80,High,66.81679239822395,Low Risk
2437,Engineering,Male,55,11.0,68,High,54.7986795057011,Medium Risk
2438,Arts,Male,69,3.0,67,High,43.365401320525834,High Risk
2439,IT,Male,43,12.0,84,Medium,53.28718040886679,Medium Risk
2440,Health,Female,79,30.0,54,Low,81.27564576383662,Low Risk
2441,Health,Female,55,6.0,74,High,50.1883415553109,Medium Risk
2442,IT,Female,70,22.0,92,Medium,65.19386479269383,Low Risk
2443,IT,Male,92,23.0,65,High,69.7914467616104,Low Risk
2444,Engineering,Female,81,4.0,72,Medium,59.75201440933256,Medium Risk
2445,Health,Female,64,4.0,79,High,53.94365630915798,Medium Risk
2446,Health,Female,83,16.0,75,Low,79.2388134351457,Low Risk
2447,Engineering,Male,51,29.0,43,High,72.34588556407978,Low Risk
2448,Business,Female,65,8.0,43,Low,41.29652921911924,High Risk
2449,Engineering,Male,76,5.0,97,High,77.26942683041693,Low Risk
2450,Arts,Male,87,24.0,56,High,72.24687801911146,Low Risk
2451,Health,Female,72,18.0,50,High,53.12398879354584,Medium Risk
2452,IT,Male,67,15.0,66,Medium,55.89816080453653,Medium Risk
2453,Arts,Female,48,20.0,48,Medium,39.65964936826349,High Risk
2454,Health,Male,51,1.0,72,Low,51.24211404949568,Medium Risk
2455,Engineering,Female,44,9.0,42,Low,47.36857193426318,High Risk
2456,Arts,Female,93,15.0,55,Medium,57.556955367120075,Medium Risk
2457,Health,Female,91,14.0,90,Low,72.83269426970857,Low Risk
2458,Business,Male,93,12.0,80,Low,69.67364526467546,Low Risk
2459,Business,Female,67,12.0,77,Medium,54.487881687147315,Medium Risk
2460,IT,Male,95,17.0,80,Medium,80.06938781237302,Low Risk
2461,Health,Female,74,7.0,82,Medium,57.33785437733853,Medium Risk
2462,Business,Male,44,17.0,65,Medium,52.72352342324452,Medium Risk
2463,Engineering,Male,73,25.0,67,High,70.51953255406734,Low Risk
2464,Health,Female,85,9.0,78,Medium,64.03629637560579,Medium Risk
2465,Engineering,Female,73,30.0,42,Low,78.17711795115595,Low Risk
2466,Engineering,Female,52,32.0,36,High,61.58144368184965,Medium Risk
2467,Business,Female,78,28.0,51,High,73.07265799232819,Low Risk
2468,Health,Female,81,4.0,86,Low,63.16122314246961,Medium Risk
2469,Arts,Male,84,12.0,79,High,69.37485755907649,Low Risk
2470,Business,Female,87,0.0,71,Low,47.26345885331294,High Risk
2471,Business,Female,97,22.0,76,High,80.47826273868422,Low Risk
2472,Health,Male,53,2.0,78,High,48.68523892101432,High Risk
2473,Health,Female,50,2.0,72,Low,35.62989197493534,High Risk
2474,Engineering,Female,81,6.0,40,Low,52.481234064779045,Medium Risk
2475,Health,Male,77,34.0,85,Low,98.83953343128466,Low Risk
2476,Engineering,Female,43,14.0,69,Low,48.11331846733304,High Risk
2477,Business,Female,92,2.0,92,Medium,63.16202011008901,Medium Risk
2478,IT,Female,72,28.0,91,Medium,88.10366954002619,Low Risk
2479,Arts,Male,46,29.0,40,Low,56.426315062027484,Medium Risk
2480,Business,Female,95,17.0,47,Medium,66.53968307412858,Low Risk
2481,Health,Male,80,10.0,93,Low,68.52953375775299,Low Risk
2482,Arts,Female,47,0.0,64,Low,27.692490934167196,High Risk
2483,IT,Male,76,28.0,36,High,68.95496789587135,Low Risk
2484,IT,Female,90,9.0,92,Low,62.49914550237378,Medium Risk
2485,Engineering,Male,49,27.0,70,Low,74.5352171099723,Low Risk
2486,Arts,Male,82,30.0,79,Low,81.22273354919666,Low Risk
2487,Engineering,Male,96,18.0,43,Low,62.68228739803312,Medium Risk
2488,Business,Male,54,2.0,99,High,61.28367348067945,Medium Risk
2489,Arts,Male,77,14.0,84,Low,70.87828987917308,Low Risk
2490,Business,Male,54,17.0,66,High,68.02315648255274,Low Risk
2491,Engineering,Female,44,25.0,77,Low,61.5605005752055,Medium Risk
2492,Arts,Female,68,15.0,88,High,64.10418326825764,Medium Risk
2493,Engineering,Male,58,32.0,81,Medium,83.31786450014,Low Risk
2494,Arts,Male,93,19.0,48,High,67.7497988895966,Low Risk
2495,Engineering,Male,90,12.0,82,High,63.841386172022794,Medium Risk
2496,IT,Male,49,32.0,89,Low,74.04674308631384,Low Risk
2497,Engineering,Female,51,4.0,63,High,43.439500430515,High Risk
2498,IT,Male,93,13.0,81,High,69.45883960525903,Low Risk
2499,Engineering,Female,43,26.0,97,Low,88.39329532468642,Low Risk
2500,Arts,Female,70,17.0,53,Medium,63.96962193937847,Medium Risk
2501,Arts,Male,57,13.0,43,Medium,57.33551696620165,Medium Risk
2502,Arts,Male,55,3.0,71,Medium,37.62769841137395,High Risk
2503,Health,Female,79,18.0,86,High,64.16072236262976,Medium Risk
2504,Business,Female,75,3.0,91,Low,50.92948920484678,Medium Risk
2505,Arts,Male,64,29.0,62,Medium,79.9347786887208,Low Risk
2506,IT,Male,62,18.0,70,Medium,73.43660953816119,Low Risk
2507,Arts,Male,51,30.0,98,Medium,77.90692327628419,Low Risk
2508,Health,Female,73,30.0,52,Medium,70.33660382144265,Low Risk
2509,IT,Female,75,8.0,69,Low,48.43611453872501,High Risk
2510,Health,Male,76,12.0,73,Medium,50.680160917289676,Medium Risk
2511,IT,Female,42,13.0,42,High,45.91047018665977,High Risk
2512,Engineering,Female,48,9.0,49,High,42.788121817772975,High Risk
2513,Business,Male,92,30.0,41,Low,75.01292789604324,Low Risk
2514,Business,Male,57,22.0,51,Medium,50.74966077701972,Medium Risk
2515,Health,Female,82,26.0,98,Medium,97.33974009097196,Low Risk
2516,Business,Female,74,5.0,46,High,40.779859571703156,High Risk
2517,Health,Male,96,17.0,90,Low,91.00175854889885,Low Risk
2518,Health,Male,94,1.0,80,High,48.57263156853166,High Risk
2519,Health,Male,73,12.0,81,Low,62.30684886227978,Medium Risk
2520,Business,Male,80,17.0,50,Low,63.0482467374315,Medium Risk
2521,Health,Male,53,0.0,36,Low,30.462451308319846,High Risk
2522,Business,Female,43,31.0,88,High,78.72789125941975,Low Risk
2523,Health,Female,68,21.0,61,Low,67.81713495229263,Low Risk
2524,Arts,Female,80,28.0,65,High,70.76687726380224,Low Risk
2525,Health,Female,84,1.0,75,High,53.73423563263796,Medium Risk
2526,IT,Male,89,10.0,70,Medium,62.88254610088167,Medium Risk
2527,Health,Male,54,16.0,81,High,63.540036105170365,Medium Risk
2528,Engineering,Male,67,7.0,77,High,55.18407130391509,Medium Risk
2529,Health,Female,81,21.0,99,Medium,74.41072335651963,Low Risk
2530,IT,Female,55,3.0,84,Medium,41.29320148734615,High Risk
2531,IT,Female,51,10.0,35,Medium,25.264390884692688,High Risk
2532,Business,Male,91,7.0,91,Low,71.75520705907178,Low Risk
2533,Arts,Female,44,8.0,50,Low,44.465945058411194,High Risk
2534,Health,Male,73,25.0,62,Medium,76.16130174733271,Low Risk
2535,Business,Male,81,1.0,56,Low,46.84073977476871,High Risk
2536,Arts,Male,40,15.0,75,Medium,41.951284693691335,High Risk
2537,Health,Male,78,30.0,53,Low,68.78973704928839,Low Risk
2538,Engineering,Male,71,5.0,84,High,57.22249250555868,Medium Risk
2539,Health,Male,65,20.0,93,Low,74.86310801675077,Low Risk
2540,IT,Female,56,25.0,68,Low,66.76351072108787,Low Risk
2541,IT,Male,87,18.0,73,High,73.66350321744947,Low Risk
2542,Engineering,Male,98,27.0,41,Medium,73.51991024611148,Low Risk
2543,Business,Female,66,7.0,86,Low,58.32462279330817,Medium Risk
2544,Arts,Male,63,13.0,94,Low,62.2656080030079,Medium Risk
2545,Health,Female,74,23.0,86,High,83.49206591672953,Low Risk
2546,IT,Female,85,25.0,58,High,70.7153703479177,Low Risk
2547,Business,Female,81,30.0,60,High,70.31610550187624,Low Risk
2548,Engineering,Male,93,31.0,44,High,72.77400592308763,Low Risk
2549,IT,Male,78,1.0,51,Medium,40.25920285182812,High Risk
2550,Engineering,Female,65,24.0,36,Low,64.46401673021307,Medium Risk
2551,Health,Male,88,1.0,61,Low,48.596392009391245,High Risk
2552,Arts,Male,77,0.0,82,Low,50.683110686206106,Medium Risk
2553,IT,Female,62,11.0,43,Low,38.25801945142423,High Risk
2554,IT,Female,61,8.0,57,Medium,51.76289553897745,Medium Risk
2555,Health,Male,43,17.0,61,Low,60.038287075859685,Medium Risk
2556,Business,Female,88,32.0,77,Medium,87.94983284635198,Low Risk
2557,Arts,Female,98,17.0,41,Medium,75.73109846129118,Low Risk
2558,IT,Female,48,24.0,97,High,77.80257998629583,Low Risk
2559,Arts,Male,43,17.0,78,High,49.130475713708954,High Risk
2560,IT,Male,46,5.0,73,Low,34.232938581885165,High Risk
2561,Arts,Male,62,17.0,74,Medium,62.814137299284525,Medium Risk
2562,Engineering,Female,41,15.0,41,High,35.87355631075117,High Risk
2563,IT,Male,88,14.0,59,Medium,66.341280485798,Low Risk
2564,Arts,Female,63,7.0,93,High,59.40357838978987,Medium Risk
2565,Business,Male,79,12.0,47,Medium,54.34230861414318,Medium Risk
2566,Engineering,Male,94,6.0,96,Low,64.15954091014588,Medium Risk
2567,Engineering,Female,70,16.0,42,Low,63.748301931720235,Medium Risk
2568,Business,Male,86,31.0,79,Medium,100.0,Low Risk
2569,Arts,Female,70,21.0,52,High,60.62849165745972,Medium Risk
2570,Health,Male,86,12.0,94,High,74.01823549049001,Low Risk
2571,Business,Male,79,22.0,94,Low,81.38450405838587,Low Risk
2572,Arts,Female,87,28.0,36,Low,67.94187881935359,Low Risk
2573,Business,Female,90,21.0,48,Low,61.907577193603224,Medium Risk
2574,Business,Female,82,0.0,82,High,46.79019207511713,High Risk
2575,IT,Male,73,28.0,90,High,77.38641640684685,Low Risk
2576,Arts,Male,94,4.0,46,Low,51.13144015329487,Medium Risk
2577,Health,Male,63,34.0,89,Medium,84.33195313077819,Low Risk
2578,IT,Female,88,17.0,62,High,42.53024289915681,High Risk
2579,Business,Female,99,17.0,38,Low,65.46914932358993,Low Risk
2580,Business,Female,65,6.0,70,Medium,50.37043230521507,Medium Risk
2581,Business,Male,55,34.0,84,High,91.38003800840688,Low Risk
2582,Arts,Male,96,12.0,37,Medium,57.18873438254606,Medium Risk
2583,Arts,Female,86,17.0,35,Medium,39.07795842213821,High Risk
2584,IT,Male,52,1.0,51,High,21.17194015562011,High Risk
2585,Health,Female,54,5.0,96,Low,50.983165693972374,Medium Risk
2586,IT,Male,66,7.0,82,Medium,52.44935547583809,Medium Risk
2587,Engineering,Male,43,24.0,96,Low,78.55895520600099,Low Risk
2588,Business,Female,55,6.0,53,High,41.59677440626256,High Risk
2589,Business,Male,69,22.0,68,Medium,75.50213098859106,Low Risk
2590,Business,Male,83,18.0,83,Medium,65.80100166578418,Low Risk
2591,IT,Female,69,21.0,81,Medium,77.94158630628269,Low Risk
2592,IT,Female,75,12.0,84,Medium,69.42593492058552,Low Risk
2593,Business,Male,42,20.0,60,Medium,43.49059533141282,High Risk
2594,IT,Female,61,0.0,90,High,57.73570704756463,Medium Risk
2595,Arts,Male,88,18.0,48,Medium,63.56075095059812,Medium Risk
2596,Arts,Female,61,32.0,59,High,76.50226702321103,Low Risk
2597,IT,Male,89,3.0,38,Low,38.11062332542946,High Risk
2598,Business,Male,96,2.0,66,High,61.75148207753183,Medium Risk
2599,IT,Female,89,26.0,99,Medium,82.83488602456677,Low Risk
2600,IT,Male,94,34.0,95,Low,100.0,Low Risk
2601,IT,Male,99,27.0,54,High,83.22364485545202,Low Risk
2602,Engineering,Female,88,5.0,44,High,41.45499543096666,High Risk
2603,Arts,Female,51,5.0,68,High,56.50024159653544,Medium Risk
2604,Health,Male,94,22.0,95,Medium,87.03917088130513,Low Risk
2605,Health,Female,60,32.0,61,Medium,78.47335566162614,Low Risk
2606,Engineering,Female,95,15.0,74,High,61.73727522798547,Medium Risk
2607,IT,Male,43,23.0,99,High,85.55638001805139,Low Risk
2608,Engineering,Male,70,4.0,67,Low,41.50265835864946,High Risk
2609,Engineering,Female,83,12.0,43,Medium,59.29931859659558,Medium Risk
2610,Business,Female,70,11.0,50,Medium,44.63136969240983,High Risk
2611,Arts,Female,97,4.0,39,Low,43.4360671829139,High Risk
2612,Health,Male,62,30.0,57,High,76.28252426331268,Low Risk
2613,IT,Male,93,27.0,77,High,90.71531628205094,Low Risk
2614,Health,Male,92,27.0,91,Low,81.52229450531539,Low Risk
2615,Health,Male,59,29.0,85,High,85.89283301434196,Low Risk
2616,Arts,Male,54,17.0,47,High,57.61988297079917,Medium Risk
2617,Health,Male,62,26.0,58,Low,61.87227954693064,Medium Risk
2618,Health,Male,67,34.0,45,Low,82.84188556154666,Low Risk
2619,Engineering,Female,55,25.0,86,Low,65.35885423051177,Low Risk
2620,Arts,Female,76,17.0,51,High,55.60136450333431,Medium Risk
2621,Business,Male,60,32.0,71,Low,80.92401574455192,Low Risk
2622,IT,Male,54,24.0,47,High,53.92860229178436,Medium Risk
2623,Health,Male,56,30.0,96,Medium,84.98291451407604,Low Risk
2624,IT,Female,89,1.0,42,Medium,43.94645647281977,High Risk
2625,Business,Male,76,32.0,90,Low,88.37755438046368,Low Risk
2626,IT,Female,52,31.0,78,High,81.99440323154336,Low Risk
2627,Business,Female,58,17.0,94,High,67.62983524405416,Low Risk
2628,Engineering,Female,69,16.0,75,High,65.93924641288285,Low Risk
2629,Health,Female,84,33.0,55,Low,87.62883126492741,Low Risk
2630,Business,Female,57,6.0,76,High,55.04411726015504,Medium Risk
2631,IT,Male,53,34.0,63,High,80.06610374488524,Low Risk
2632,Health,Male,75,29.0,99,High,82.15492238669931,Low Risk
2633,Engineering,Female,75,11.0,51,Medium,55.598755453007925,Medium Risk
2634,Health,Male,59,34.0,64,High,72.22900725418297,Low Risk
2635,Business,Female,91,10.0,60,Medium,51.61151012133184,Medium Risk
2636,Engineering,Female,58,3.0,87,High,50.71976192229018,Medium Risk
2637,IT,Male,84,24.0,53,High,64.72422888009046,Medium Risk
2638,Engineering,Male,83,31.0,87,High,94.19370631303985,Low Risk
2639,Engineering,Male,46,19.0,51,Medium,57.43721275817194,Medium Risk
2640,Arts,Male,96,30.0,80,High,78.38424258141134,Low Risk
2641,Engineering,Male,83,3.0,87,Low,53.68018476253865,Medium Risk
2642,Engineering,Female,92,0.0,98,High,53.141279968492,Medium Risk
2643,Health,Male,43,2.0,79,Medium,39.97422434044265,High Risk
2644,IT,Male,98,21.0,83,Medium,84.28105401921295,Low Risk
2645,Health,Male,73,16.0,53,Low,56.59627141092967,Medium Risk
2646,Health,Female,41,13.0,99,Low,57.71144455599719,Medium Risk
2647,Business,Male,44,34.0,71,Low,83.25105916087884,Low Risk
2648,Health,Female,94,12.0,60,Medium,48.570856964422276,High Risk
2649,Arts,Male,49,34.0,36,High,72.12123136110935,Low Risk
2650,Arts,Male,71,1.0,93,High,51.68427024106708,Medium Risk
2651,Business,Female,81,12.0,39,Low,50.68134593932327,Medium Risk
2652,IT,Male,80,17.0,71,Low,62.185819973679344,Medium Risk
2653,IT,Male,52,17.0,65,High,66.30732863323472,Low Risk
2654,Health,Female,78,6.0,82,Low,51.31412901916844,Medium Risk
2655,Health,Male,44,29.0,40,High,59.17041821833162,Medium Risk
2656,Health,Female,97,6.0,49,High,56.01463191115998,Medium Risk
2657,IT,Female,49,14.0,49,High,37.58398339268899,High Risk
2658,Engineering,Female,49,18.0,95,High,62.23061097732308,Medium Risk
2659,Arts,Female,77,1.0,50,Medium,40.81092879901062,High Risk
2660,Engineering,Female,66,12.0,54,High,46.58000979189376,High Risk
2661,Engineering,Male,99,30.0,78,Low,85.1064493726851,Low Risk
2662,IT,Male,90,15.0,76,Low,68.00082402154138,Low Risk
2663,Engineering,Male,60,5.0,80,Low,55.397487989877035,Medium Risk
2664,Business,Female,47,27.0,68,Low,65.54369333873113,Low Risk
2665,Health,Female,40,31.0,98,Medium,86.87055716683768,Low Risk
2666,Business,Female,67,9.0,63,High,46.06345330404386,High Risk
2667,Arts,Female,88,17.0,37,High,50.53846643715928,Medium Risk
2668,Health,Male,78,3.0,43,Low,53.308072434326796,Medium Risk
2669,Engineering,Male,53,8.0,59,Low,41.402251234006926,High Risk
2670,Arts,Female,60,6.0,76,Low,43.33452795756703,High Risk
2671,Health,Female,69,7.0,80,High,45.947676349369026,High Risk
2672,Engineering,Male,60,6.0,93,Medium,63.600620722853634,Medium Risk
2673,Business,Female,88,2.0,55,Medium,45.802172912039644,High Risk
2674,Health,Female,48,16.0,56,Medium,50.07774158960161,Medium Risk
2675,Engineering,Female,56,1.0,63,Medium,38.99478973048016,High Risk
2676,Business,Male,44,14.0,97,Low,68.62765730801868,Low Risk
2677,Arts,Male,97,28.0,95,High,92.07282099614449,Low Risk
2678,Arts,Female,96,21.0,98,Low,100.0,Low Risk
2679,Arts,Male,70,3.0,74,Medium,51.00256344432537,Medium Risk
2680,Arts,Female,91,5.0,35,Low,51.42070860174992,Medium Risk
2681,IT,Female,79,25.0,99,Medium,90.68143914742643,Low Risk
2682,Health,Male,77,10.0,96,High,67.48131607845177,Low Risk
2683,Health,Female,82,25.0,88,Medium,79.37817408387721,Low Risk
